filepath,label,split
data/splits_combined/train/be_injured_by_a_collision/碰伤20180910104837对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905092444对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905092521对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180907152714对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180906142300对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180911135844对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180907153700对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180910105004对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905094858对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180906142721对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905093141对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180831111134对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905092256对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180907111235对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905093116对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180907160333对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905093700对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905091502对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905091523对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905094929对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180910105941对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905091813对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905095657对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905092647对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180910104751对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180910105611对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905091850对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180831110949对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180910110014对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905094519对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180911105119对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180910104644对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905093905对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905094217对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905094943对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905094835对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905095107对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905092139对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180912141137对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180831111027对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/train/be_injured_by_a_collision/碰伤20180905094531对照样本.jpg,be_injured_by_a_collision,train
data/splits_combined/val/be_injured_by_a_collision/碰伤20180905094138对照样本.jpg,be_injured_by_a_collision,val
data/splits_combined/val/be_injured_by_a_collision/碰伤20180912143017对照样本.jpg,be_injured_by_a_collision,val
data/splits_combined/val/be_injured_by_a_collision/碰伤20180905093918对照样本.jpg,be_injured_by_a_collision,val
data/splits_combined/val/be_injured_by_a_collision/碰伤20180910105717对照样本.jpg,be_injured_by_a_collision,val
data/splits_combined/val/be_injured_by_a_collision/碰伤20180912141640对照样本.jpg,be_injured_by_a_collision,val
data/splits_combined/val/be_injured_by_a_collision/碰伤20180905091422对照样本.jpg,be_injured_by_a_collision,val
data/splits_combined/val/be_injured_by_a_collision/碰伤20180907152238对照样本.jpg,be_injured_by_a_collision,val
data/splits_combined/test/be_injured_by_a_collision/碰伤20180905092118对照样本.jpg,be_injured_by_a_collision,test
data/splits_combined/test/be_injured_by_a_collision/碰伤20180910105812对照样本.jpg,be_injured_by_a_collision,test
data/splits_combined/test/be_injured_by_a_collision/碰伤20180905092205对照样本.jpg,be_injured_by_a_collision,test
data/splits_combined/test/be_injured_by_a_collision/碰伤20180905092308对照样本.jpg,be_injured_by_a_collision,test
data/splits_combined/test/be_injured_by_a_collision/碰伤20180905093943对照样本.jpg,be_injured_by_a_collision,test
data/splits_combined/test/be_injured_by_a_collision/碰伤20180905094123对照样本.jpg,be_injured_by_a_collision,test
data/splits_combined/test/be_injured_by_a_collision/碰伤20180905094353对照样本.jpg,be_injured_by_a_collision,test
data/splits_combined/test/be_injured_by_a_collision/碰伤20180905091028对照样本.jpg,be_injured_by_a_collision,test
data/splits_combined/test/be_injured_by_a_collision/碰伤20180905092218对照样本.jpg,be_injured_by_a_collision,test
data/splits_combined/train/clean_sample/正常20180913173239对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915152734对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915160528对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914100313对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915170917对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914090822对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915145924对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913164902对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915161426对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915154403对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913135917对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913172239对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913142448对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915151502对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914104719对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914102336对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914100027对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915153653对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913171532对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914110708对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915150637对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914103127对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914091553对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915162114对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913163316对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914103145对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915144841对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914142809对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913153423对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914102224对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914152205对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913164849对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915162809对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914144730对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913164949对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913155212对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914092621对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914105538对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913142650对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914144638对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915153511对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915150951对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913141455对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914103418对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914104043对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914111251对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914105913对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915150933对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914140441对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913145819对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914143736对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914100604对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914143642对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913165320对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914143702对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913144108对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915154319对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915145944对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914100207对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914143409对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913151715对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915143850对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914151933对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914142017对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915150646对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914143433对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914110633对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915161631对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915161732对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914143221对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913163007对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915151949对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915145125对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915150749对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915163622对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914154424对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915155504对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914101147对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914152151对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914095522对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913162856对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914100012对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914091354对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913165554对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180912103956对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914145420对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913135817对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914151807对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180911102101.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913141907对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914155622对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914102929对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915140233对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914101323对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914152724对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914101730对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914142000对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913145056对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915153809对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914100150对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914111108对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915143306对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915143107对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915145132对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914105942对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915143023对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913152856对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913163551对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915145430对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914094133对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914144149对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914100852对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913151816对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915162215对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915152705对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913162922对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914104615对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915170817对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914103634对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913162723对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913141517对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914151851对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914103608对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915152327对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913171123对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913155019对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914155709对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914152844对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914154004对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914103709对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915145011对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914141438对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914143123对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915160551对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913142728对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914100946对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914101543对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180911104113对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913172337对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915140353对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914145556对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914095553对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913153455对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913162955对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915162542对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914145356对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915144315对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915152123对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915162130对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915151816对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914143012对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914094043对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915144953对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913163045对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913144146对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914111538对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915150400对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914101006对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915160948对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915161416对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914100040对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915144213对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914102239对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915145343对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915150542对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915143056对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914093948对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913171707对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914101759对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914135959对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915143430对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915145027对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915144137对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914100300对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914102949对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913162659对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915145702对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915144617对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914145546对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913154027对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914090315对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914140942对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914143210对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914142713对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915142824对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915150942对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914145432对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915151427对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914140357对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913150231对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914140627对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913165646对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914101436对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915151448对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914092154对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915145603对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914142413对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914153909对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913135835对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914145443对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914145232对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914093909对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913152611对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913150033对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913172034对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913163454对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915153846对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915150555对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915165000对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914155829对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915151417对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915155432对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914094032对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914110655对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913155229对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913172400对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914144504对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915151008对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914092710对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914154628对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914104054对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914111049对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913142504对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915155731对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914101749对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915143330对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913154832对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913153132对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915153819对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915163637对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913153407对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915164703对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913145336对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914145311对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914104236对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914092412对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915165044对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914140903对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180913162945对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914101837对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915144631对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180915160412对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914144601对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914093934对照样本.jpg,clean_sample,train
data/splits_combined/train/clean_sample/正常20180914090813对照样本.jpg,clean_sample,train
